FID,Join_Count,TARGET_FID,FID_1,GEOID,PerOpSpc,OpSpcZSc,FoodScr,FodScZSc,TranRatScr,TranScZSc,VtPaZSc,IntAcZSc,AvgRdScr,AvRdZSc,AccComScr,AvgNuiScr,AvNuZSc,AvgCrScr,AvCrZSc,UTCScr,UTCZSc,MedHmVa,MeHmVZSc,LifExRts,LifZSc,CosBuZSc,LivComScr,GradRt,GrdRtZSc,AvgStMoRt,StuMoZSc,AvgTestPer,TesZSc,PerBacMo,BaAtZSc,EduComScr,JobScrRts,JobZSc,UmRt,UnRtZSc,PerStrg,StugZSc,MedHHInc,MeHHInZSc,EmpComScr,OverComSc,AccIndCls,LivIndCls,EduIndCls,EcoIndCls,OveIndCls,SHAPE_Leng,SHAPE_Area,Id,Input_FID,Export_Out,Export_O_1,Export_O_2,Export_O_3,Export_O_4,Export_O_5,Export_O_6,Export_O_7,Export_O_8,Export_O_9,Export__10,Export__11
99,1,99,100,530530612004,1.137019992,0.8131320828,1.295989395,-0.2326904937,2.053360201,0.2397109227,0.3737581345,0.01168617672,46.87748624,0.4905882464,0.2826975116,1182.04,-0.2776193775,693.465,0.2811218592,0.16,-0.335566257,214100,-0.2029273549,74.69,-1.042987227,-1.014465059,-0.4320739028,81.89971694,-0.8563548893,12.8521,-0.9705471881,54.5387,0.8775240855,25.2764613,-0.1562027739,-0.2763951914,1.670560748,-0.07418808888,5.140186916,0.447896998,49.59459459,-0.8588770032,47143,-0.4987978126,-0.2459914767,-0.1679407648,High,Low,Moderate,Low,Moderate,3935.087646,941729,0,4,4,psu_star_lab_tacoma_jefferson_outside,"north mason ave, north 16th st",active,02_08_2018,na,0.34,pa_ii_sd,"temp, humidity, pressure","a functional, b downgraded",47.264218,-122.495192
100,1,100,101,530530612005,1,0.4663836667,1.10784418,-0.4228182598,1.512859304,0.02442155478,0.4262495032,-0.5695205104,38.20870285,-0.1877738417,-0.04384298122,1518.41,-0.6674729297,1221.52,-0.3377692327,0.22,0.1023251367,214300,-0.2008300263,74.69,-1.042987227,0.9126019504,-0.2056887215,81.89973736,-0.8563517605,13.1455,-1.075148288,53.3828,0.7842694503,33.46379648,0.3829356154,-0.1910737457,1.63125,-0.08003394182,7.8125,-0.01557730404,18.9107413,0.8798499703,70455,0.5136623597,0.3244752711,-0.02903254434,Moderate,Moderate,Moderate,High,Moderate,3390.058794,704121,0,4,4,psu_star_lab_tacoma_jefferson_outside,"north mason ave, north 16th st",active,02_08_2018,na,0.34,pa_ii_sd,"temp, humidity, pressure","a functional, b downgraded",47.264218,-122.495192
101,1,101,102,530530612006,0.7073979974,-0.2740869725,1.077879002,-0.4530991902,1.009081736,-0.1762403775,0.5463763088,0.2734352876,35.53101951,-0.3973117638,-0.08015445128,2917.91,-2.289496435,2931.48,-2.341876781,0.18,-0.1896024591,196200,-0.3906382663,74.69,-1.042987227,0.08970842927,-1.027482123,81.90096901,-0.8561629889,16.335,-2.212248519,40.6456,-0.243330636,27.5,-0.009782107215,-0.8303810629,0.8147512864,-0.2014544613,8.919382504,-0.207550168,21.95876289,0.7071319819,64464,0.2534680867,0.1378988598,-0.4500296944,Low,Very Low,Very Low,Moderate,Very Low,2843.799645,471172.5,0,4,4,psu_star_lab_tacoma_jefferson_outside,"north mason ave, north 16th st",active,02_08_2018,na,0.34,pa_ii_sd,"temp, humidity, pressure","a functional, b downgraded",47.264218,-122.495192
138,1,138,139,530530613001,1.27383402,1.159359278,2.955888651,1.444699689,1.414823426,-0.01462756139,-0.0383184146,-1.025005184,53.21276767,0.9863457873,0.4187422659,3895.96,-3,2580.51,-1.930532875,0.16,-0.335566257,241200,0.08126067303,74.53,-1.084991436,-1.591564183,-1.310232346,94.98529816,1.149231925,9.58,0.1960010695,38.2,-0.4406344995,20.17045455,-0.4924347949,0.1030409251,0.3688362919,-0.2677659317,26.82445759,-3,59.8540146,-1.440240026,20977,-1.635209655,-1.585803903,-0.5935632646,Very High,Very Low,High,Very Low,Very Low,3001.676539,517088,0,1,1,psu_star_lab_6th_and_baker_outside,"south baker st, 6th ave",active,04_11_2018,na,1,pa_ii_sd,"temp, humidity, pressure",a and b functional,47.25804,-122.44368
22,1,22,23,530530613002,1.210191408,0.9983026715,2.904350066,1.392618024,1.906657918,0.1812772701,0.05188905997,-0.58806966,37.95087173,-0.2079500128,0.3046778922,3865.95,-3,2561.25,-1.907959767,0.15,-0.4085481559,175000,-0.6129551,74.53,-1.084991436,-0.6781942808,-1.282108123,94.98526594,1.149226988,9.58532,0.194104417,38.2361,-0.437722057,37.60262726,0.6554788191,0.3902720417,2.508158508,0.05037004392,14.21911422,-1.126712474,63.68312757,-1.657220006,48000,-0.4615775669,-0.7987850008,-0.3464857975,High,Very Low,High,Very Low,Low,2981.699838,552092,0,1,1,psu_star_lab_6th_and_baker_outside,"south baker st, 6th ave",active,04_11_2018,na,1,pa_ii_sd,"temp, humidity, pressure",a and b functional,47.25804,-122.44368
67,1,67,68,530530613003,1.225726008,1.03761517,3.146483229,1.637302628,1.308072471,-0.05714801924,-0.01550434843,-1.031188234,34.78891585,-0.4553839254,0.1859488784,1431.14,-0.5663268123,2241.8,-1.533557935,0.13,-0.5545119538,157600,-0.7954226899,74.53,-1.084991436,-0.1719847894,-0.784465936,94.98529816,1.149231925,11.5233,-0.4968118729,51.35,0.6202690848,21.00371747,-0.4375641902,0.2087812367,0.4055555556,-0.2623054552,4.166666667,0.6167400953,42.64150943,-0.4648739994,45052,-0.5896117377,-0.1750127742,-0.1411871488,High,Very Low,High,Low,Moderate,2637.440047,413032,0,1,1,psu_star_lab_6th_and_baker_outside,"south baker st, 6th ave",active,04_11_2018,na,1,pa_ii_sd,"temp, humidity, pressure",a and b functional,47.25804,-122.44368
75,1,75,76,530530613004,1.319693983,1.275414383,2.975276618,1.464291953,1.137094164,-0.1252511656,0.05264972093,-0.5612764439,35.54954558,-0.395862035,0.2849944021,1651.43,-0.8216433954,720.59,0.249330813,0.1,-0.7734576506,142200,-0.9569169936,74.53,-1.084991436,-1.023427779,-0.7351844069,94.90528588,1.136968689,11.5491,-0.5060099246,51.3273,0.6184377151,29.51456311,0.1228774559,0.3430684839,0.1072261072,-0.3066696605,14.21911422,-1.126712474,23.42135476,0.624252975,52344,-0.2729139178,-0.2705107694,-0.09440807257,High,Very Low,High,Low,Moderate,2977.132133,495685,0,1,1,psu_star_lab_6th_and_baker_outside,"south baker st, 6th ave",active,04_11_2018,na,1,pa_ii_sd,"temp, humidity, pressure",a and b functional,47.25804,-122.44368
102,1,102,103,530530613005,1.089519978,0.6929265968,3.018406088,1.507875894,1.933791233,0.1920848641,-0.1262323811,-2.729465929,36.15075578,-0.3488152709,-0.1352710378,826.86,0.1340350052,1200.07,-0.3126294009,0.09,-0.8464395496,155800,-0.8142986474,74.53,-1.084991436,-2.166358497,-0.8484470876,89.86610031,0.3646282051,12.8977,-0.9868042097,51.3499,0.6202610171,22.13333333,-0.3631786591,-0.09127341165,2.513020833,0.05109311432,9.635416667,-0.3317360037,69.30693069,-1.97589004,35714,-0.995169094,-0.8129255059,-0.4719792607,Low,Very Low,High,Very Low,Very Low,4144.184672,910896.5,0,1,1,psu_star_lab_6th_and_baker_outside,"south baker st, 6th ave",active,04_11_2018,na,1,pa_ii_sd,"temp, humidity, pressure",a and b functional,47.25804,-122.44368
122,1,122,123,530530613006,0.9258102104,0.2786359396,2.57225458,1.057023135,1.17370892,-0.1106669756,0.0699317074,-0.5839476268,36.72672563,-0.3037436514,0.06787208801,3596.89,-3,3491.94,-2.998747186,0.14,-0.4815300549,190000,-0.4556554535,74.53,-1.084991436,-1.022348354,-1.507212081,88.2332111,0.1143602943,11.4012,-0.4532815584,38.2563,-0.43609238,26.02459016,-0.1069382716,-0.2204879789,0.897810219,-0.1891028696,19.7080292,-2.078685899,53.87323944,-1.101330042,39489,-0.8312176033,-1.050084103,-0.6774780187,Moderate,Very Low,Moderate,Very Low,Very Low,3188.704951,528540.5,0,1,1,psu_star_lab_6th_and_baker_outside,"south baker st, 6th ave",active,04_11_2018,na,1,pa_ii_sd,"temp, humidity, pressure",a and b functional,47.25804,-122.44368
103,1,103,104,530530614001,1.383858979,1.437792956,4.074922047,2.575524723,8.516987662,2.814267745,-0.5307311335,-1.121872965,39.79141404,-0.06392125198,0.8518433455,2327.74,-1.605488138,1510.16,-0.6760611242,0.14,-0.4815300549,185400,-0.5038940118,75.29,-0.8854714461,-1.545454468,-0.9496498738,94.98530197,1.14923251,13.8129,-1.313085486,34.966,-0.7015441719,9.615384615,-1.187489202,-0.5132215876,42.27291242,3,8.146639511,-0.07352900052,70.76446281,-2.058490038,15833,-1.858617991,-0.2476592573,-0.2146718433,Very High,Very Low,Moderate,Low,Moderate,3004.664633,445694.5,0,1,1,psu_star_lab_6th_and_baker_outside,"south baker st, 6th ave",active,04_11_2018,na,1,pa_ii_sd,"temp, humidity, pressure",a and b functional,47.25804,-122.44368
104,1,104,105,530530614002,1.415919006,1.518925377,3.937885147,2.437043819,5.197559062,1.492091057,-1.312050952,-1.113628898,40.17475355,-0.03392361808,0.4980761306,2347.93,-1.628888391,1862.38,-1.088870056,0.07,-0.9924033475,185400,-0.5038940118,75.29,-0.8854714461,-1.121926816,-1.036909011,94.98525763,1.149225713,14.1031,-1.416545743,35.452,-0.6623351117,9.203539823,-1.214609301,-0.5360661104,6.302222222,0.6145805925,20.88888889,-2.283489043,80.14842301,-2.590240002,18346,-1.749476244,-1.502156174,-0.6442637913,Very High,Very Low,Moderate,Very Low,Very Low,3328.990432,559005,0,1,1,psu_star_lab_6th_and_baker_outside,"south baker st, 6th ave",active,04_11_2018,na,1,pa_ii_sd,"temp, humidity, pressure",a and b functional,47.25804,-122.44368
105,1,105,106,530530614003,1.189526021,0.9460059968,3.844889993,2.343068742,2.505508703,0.4198082472,-0.6266205149,-3,41.9188105,0.1025548311,0.03080288377,2843.94,-2.203765046,2905.78,-2.311755864,0.1,-0.7734576506,185400,-0.5038940118,75.29,-0.8854714461,-1.094639281,-1.295497216,94.9848032,1.149156065,14.2264,-1.460503874,37.0243,-0.5354865409,12.15384615,-1.020330776,-0.4667912813,46.80195599,3,28.11735941,-3,69.25764192,-1.973099947,17264,-1.796468433,-0.9423920949,-0.6684694272,Moderate,Very Low,Moderate,Very Low,Very Low,4015.224478,1006986,0,1,1,psu_star_lab_6th_and_baker_outside,"south baker st, 6th ave",active,04_11_2018,na,1,pa_ii_sd,"temp, humidity, pressure",a and b functional,47.25804,-122.44368
46,1,46,47,530530615001,1.25951359,1.123119412,1.869667031,0.3470321798,2.155031824,0.2802082089,0.1105982558,0.5228182987,31.90804147,-0.6808222451,0.283825685,1431.98,-0.5673003741,1663.84,-0.8561771785,0.31,0.7591622271,392200,1.664743781,76.67,-0.5231851491,0.1247672785,0.1003350974,94.98520374,1.149217455,10.4911,-0.1288185012,50.5894,0.5589060988,45.64926372,1.185352157,0.6911643023,0.8392050587,-0.1978179709,5.239385727,0.4306923897,28.87520985,0.3152050078,48075,-0.4583202526,0.02243979352,0.2744412196,High,Moderate,High,Moderate,High,6565.674442,1040283,0,1,1,psu_star_lab_6th_and_baker_outside,"south baker st, 6th ave",active,04_11_2018,na,1,pa_ii_sd,"temp, humidity, pressure",a and b functional,47.25804,-122.44368
106,1,106,107,530530615002,1.397840977,1.473176374,2.384650824,0.8674425338,5.690837483,1.688571026,-0.2028401598,0.1106149745,45.11582217,0.3527319796,0.7149494547,4918.25,-3,2962.58,-2.378326607,0.07,-0.9924033475,334200,1.056518481,76.67,-0.5231851491,-1.158740182,-1.166022801,94.98529816,1.149231925,14.75,-1.647174412,34.25,-0.7593089602,48.19773429,1.353169681,0.02397955866,2.937336815,0.114192622,8.224543081,-0.08704025518,47.66881029,-0.7497509718,40038,-0.807374062,-0.3824931667,-0.2023967385,Very High,Very Low,High,Low,Moderate,3531.9893,339327.5,0,1,1,psu_star_lab_6th_and_baker_outside,"south baker st, 6th ave",active,04_11_2018,na,1,pa_ii_sd,"temp, humidity, pressure",a and b functional,47.25804,-122.44368
107,1,107,108,530530615003,1.323685683,1.285515944,2.839016404,1.32659592,5.919944607,1.779827726,0.1462167814,-1.123933981,44.35340075,0.2930698839,0.6178820456,1867.14,-1.071651749,2507.45,-1.844905084,0.35,1.051089823,345400,1.173968884,76.67,-0.5231851491,-0.09838652694,-0.218844967,94.98522185,1.14922023,14.7484,-1.64660399,34.2562,-0.7588087624,30.98802395,0.2199052787,-0.2590718109,0.5805022157,-0.2362893525,6.056129985,0.2890398352,45.64755839,-0.6352149844,39226,-0.842639919,-0.3562761052,-0.05407770938,Very High,Low,Moderate,Low,Moderate,3237.183839,536653.5,0,1,1,psu_star_lab_6th_and_baker_outside,"south baker st, 6th ave",active,04_11_2018,na,1,pa_ii_sd,"temp, humidity, pressure",a and b functional,47.25804,-122.44368
108,1,108,109,530530615004,1.236711979,1.065416718,2.884002745,1.372056297,2.411704748,0.3824447675,-0.1210748693,0.5372454151,28.50366369,-0.9472265045,0.3814769706,1640.23,-0.8086625713,4012.99,-3,0.15,-0.4085481559,345400,1.173968884,76.67,-0.5231851491,-0.8862429002,-0.7421116488,94.98540345,1.149248063,11.9418,-0.6460128282,42.0603,-0.1291967728,29.21875,0.1033980773,0.1193591348,35.32359081,3,12.52609603,-0.8330827995,42.04685573,-0.4311780036,48021,-0.4606655189,0.3187684195,0.01937321902,Very High,Very Low,High,High,High,3530.567508,620579.5,0,1,1,psu_star_lab_6th_and_baker_outside,"south baker st, 6th ave",active,04_11_2018,na,1,pa_ii_sd,"temp, humidity, pressure",a and b functional,47.25804,-122.44368
139,1,139,140,530530616011,1.534868799,1.819944606,3.493353181,1.987827667,19.35777777,3,-0.2718182785,-1.119811948,41.41028497,0.06276096044,0.9131505012,2166.86,-1.419027872,3012.36,-2.43666977,0.06,-1.065385246,408800,1.838822056,69.92,-2.295237689,-0.4371763383,-0.9691124765,94.98529816,1.149231925,14.75,-1.647174412,34.25,-0.7593089602,35.16616314,0.4950369525,-0.1905536235,34.85848075,3,18.83454735,-1.927193024,58.63874346,-1.371369958,22431,-1.572061187,-0.4676560423,-0.1785429103,Very High,Very Low,Moderate,Low,Moderate,6909.890438,1645989.5,0,1,1,psu_star_lab_6th_and_baker_outside,"south baker st, 6th ave",active,04_11_2018,na,1,pa_ii_sd,"temp, humidity, pressure",a and b functional,47.25804,-122.44368
2,1,2,3,530530616021,0.9698029757,0.3899658373,2.726747287,1.213143784,24.95133941,3,-0.1123560812,0.5331233818,33.51997262,-0.5546830934,0.7448656382,1439.55,-0.5760740204,1612.58,-0.7960994264,0.07,-0.9924033475,221200,-0.1284721889,67.61,-2.901673447,-0.4206999271,-0.9692370595,94.88127697,1.133288918,14.7263,-1.638725039,34.1815,-0.7648353401,32.86163522,0.3432831225,-0.2317470846,16.93843284,2.196278391,16.41791045,-1.508062082,49.88317757,-0.8752300143,43869,-0.6409904432,-0.2070010371,-0.1657798858,Very High,Very Low,Moderate,Low,Moderate,8224.783576,2297693.5,0,1,1,psu_star_lab_6th_and_baker_outside,"south baker st, 6th ave",active,04_11_2018,na,1,pa_ii_sd,"temp, humidity, pressure",a and b functional,47.25804,-122.44368
3,1,3,4,530530617001,0.9820449799,0.4209459559,1.983487943,0.4620524618,2.645502646,0.4755698703,-0.3525059659,-1.012639084,42.34785073,0.1361287029,0.02159199017,2157.16,-1.407785551,1230.39,-0.3481650513,0.09,-0.8464395496,212300,-0.2218033125,78.28,-0.1005178027,0.3087532315,-0.435993006,94.98529816,1.149231925,14.75,-1.647174412,34.25,-0.7593089602,36.42960813,0.5782351702,-0.1697540691,4.998410175,0.4206923065,5.723370429,0.3467521982,40.98513011,-0.371013999,57634,-0.04316467655,0.08831645731,-0.1239596569,Moderate,Low,Moderate,Moderate,Moderate,4585.767607,1087489.5,0,1,1,psu_star_lab_6th_and_baker_outside,"south baker st, 6th ave",active,04_11_2018,na,1,pa_ii_sd,"temp, humidity, pressure",a and b functional,47.25804,-122.44368
30,1,30,31,530530617002,1.229077011,1.046095355,1.899878422,0.3775619185,1.786219082,0.1333047301,-0.3009538982,-0.5839476268,31.99298628,-0.6741750212,-0.0003524237145,1800.17,-0.9940333747,1172.66,-0.280504329,0.13,-0.5545119538,198600,-0.3654703229,78.28,-0.1005178027,0.8496984574,-0.2408898876,91.71014846,0.6472597966,14.8226,-1.673057301,38.5253,-0.4143902459,16.72131148,-0.7195618634,-0.5399374035,0.1211009174,-0.3046063546,8.990825688,-0.2199409615,32.47011952,0.1114960015,70000,0.4939013191,0.02021250113,-0.1902418034,Moderate,Low,Low,Moderate,Moderate,3338.648804,660584,0,1,1,psu_star_lab_6th_and_baker_outside,"south baker st, 6th ave",active,04_11_2018,na,1,pa_ii_sd,"temp, humidity, pressure",a and b functional,47.25804,-122.44368
39,1,39,40,530530617003,1.333330035,1.309922337,2.204111472,0.6850007763,1.351351351,-0.0399094117,0.2409939843,-0.571581527,34.32200906,-0.4919209857,0.1887508622,2785.59,-2.136137271,818.15,0.1349885287,0.13,-0.5545119538,168900,-0.6769236229,78.28,-0.1005178027,0.1080530782,-0.5375081738,81.90000153,-0.8563112723,15.0367,-1.74938687,51.35,0.6202690848,26.26641651,-0.09101393672,-0.5191107486,0.1891117479,-0.2944925476,12.03438395,-0.7478024054,31.48648649,0.1672350019,52917,-0.2480280359,-0.2807719968,-0.2871600142,High,Low,Moderate,Low,Low,3308.245684,650172,0,1,1,psu_star_lab_6th_and_baker_outside,"south baker st, 6th ave",active,04_11_2018,na,1,pa_ii_sd,"temp, humidity, pressure",a and b functional,47.25804,-122.44368
65,1,65,66,530530617004,1.200431019,0.9736026313,1.394300815,-0.1333431331,1.953711723,0.2000194848,-0.1772197157,-0.5963137265,32.86383291,-0.6060282805,-0.05654712327,965.595,-0.02675915771,449.879,0.5666095555,0.2,-0.04363866122,161800,-0.7513787889,78.28,-0.1005178027,1.073880831,0.1196993293,87.0254579,-0.0707483261,14.9193,-1.70753217,44.679,0.08207229309,20.63789869,-0.461653463,-0.5394654164,2.314465409,0.02156618134,6.918238994,0.1395194166,21.44808743,0.7360699773,71429,0.5559640159,0.3632798978,-0.02825832815,Moderate,Moderate,Low,High,Moderate,3898.75886,760160,0,1,1,psu_star_lab_6th_and_baker_outside,"south baker st, 6th ave",active,04_11_2018,na,1,pa_ii_sd,"temp, humidity, pressure",a and b functional,47.25804,-122.44368
4,1,4,5,530530617005,1.208353966,0.9936527672,1.362609137,-0.1653687563,1.446782298,-0.001897877584,0.1750124087,0.01168617672,28.57807923,-0.9414032327,0.01194691436,452.896,0.5674600842,317.598,0.7216455509,0.17,-0.262584358,158500,-0.7859847111,78.28,-0.1005178027,0.8879183012,0.1713228441,81.89985344,-0.8563339685,13.9159,-1.349806391,51.059,0.5967920549,19.48924731,-0.5372924882,-0.5366601981,10.72222222,1.271873356,7.818930041,-0.01669250228,45.32803181,-0.6171079874,50547,-0.3509591704,0.07177842407,-0.0704030039,Moderate,High,Low,Moderate,Moderate,6701.91029,2576785,0,1,1,psu_star_lab_6th_and_baker_outside,"south baker st, 6th ave",active,04_11_2018,na,1,pa_ii_sd,"temp, humidity, pressure",a and b functional,47.25804,-122.44368
5,1,5,6,530530618001,1.074822992,0.655733802,3.148078845,1.638915057,2.127484375,0.2692356595,-0.1082473595,-0.5695205104,28.73509866,-0.9291159228,0.159500121,1691.82,-0.8684554921,943.99,-0.01249848494,0.12,-0.6274938527,154800,-0.8247852905,75.97,-0.7069535606,-0.3780912114,-0.5697129821,83.43737125,-0.6206833402,10.7017,-0.2039002723,34.5809,-0.7326129149,15.41038526,-0.8058867338,-0.5907708153,1.301470588,-0.1290750325,7.843137255,-0.02089089563,46.89589303,-0.705953002,43825,-0.642901401,-0.3747050828,-0.3439221898,High,Very Low,Low,Low,Low,4827.516699,1207036,0,1,1,psu_star_lab_6th_and_baker_outside,"south baker st, 6th ave",active,04_11_2018,na,1,pa_ii_sd,"temp, humidity, pressure",a and b functional,47.25804,-122.44368
6,1,6,7,530530618002,1.017900974,0.5116846052,3.386534626,1.879883528,1.722309614,0.1078486595,-0.06775368865,0.9041063736,33.32122369,-0.5702358798,0.4609222663,2170,-1.422667139,2298.67,-1.60021072,0.12,-0.6274938527,137500,-1.006204216,75.97,-0.7069535606,-1.80846978,-1.195333211,83.43740082,-0.6206788079,11.5665,-0.5122132619,32.2087,-0.9239950809,8.623548922,-1.252801869,-0.827422255,0.06047516199,-0.3136219361,2.807775378,0.8524202614,47.9787234,-0.7673119903,44289,-0.6227494827,-0.2128157869,-0.4436622468,Very High,Very Low,Very Low,Low,Very Low,3553.308931,600139.5,0,1,1,psu_star_lab_6th_and_baker_outside,"south baker st, 6th ave",active,04_11_2018,na,1,pa_ii_sd,"temp, humidity, pressure",a and b functional,47.25804,-122.44368
7,1,7,8,530530618003,0.7715168223,-0.1118252421,3.26371595,1.755770669,0.5741493611,-0.3494802677,-0.1512535166,-0.5653984772,17.70135902,-1.792543964,-0.202455133,793.47,0.1727340869,503.27,0.5040342286,0.1,-0.7734576506,166000,-0.7073348879,75.97,-0.7069535606,0.6506605392,-0.1433862074,83.42971152,-0.6218573229,11.8298,-0.6060833013,31.5117,-0.9802270047,16.72597865,-0.7192545288,-0.7318555394,0.06626506024,-0.3127609274,0,1.339388552,28.60759494,0.3303700089,48625,-0.4344332804,0.2306410882,-0.2117639479,Low,Moderate,Low,High,Moderate,5625.072389,1188398.5,0,1,1,psu_star_lab_6th_and_baker_outside,"south baker st, 6th ave",active,04_11_2018,na,1,pa_ii_sd,"temp, humidity, pressure",a and b functional,47.25804,-122.44368
8,1,8,9,530530619001,0.7752879858,-0.1022817809,1.586562325,0.06094430295,2.596518332,0.4560587057,0.2563051674,-0.3407476655,30.21429474,-0.8133637468,-0.08051416952,1971.32,-1.192396592,1182.91,-0.2925175354,0.21,0.02934323772,189800,-0.4577527821,70.49,-2.145597696,-0.6376324252,-0.7827589656,83.43757142,-0.6206526603,11.5287,-0.4987370465,25.5533,-1.46093331,36.88155922,0.6079962803,-0.4930816842,0.4811827957,-0.2510590213,9.677419355,-0.3390207664,58.97166842,-1.390239954,24453,-1.484243991,-0.8661409332,-0.5556239381,Low,Very Low,Moderate,Very Low,Very Low,3867.511889,957366,0,1,1,psu_star_lab_6th_and_baker_outside,"south baker st, 6th ave",active,04_11_2018,na,1,pa_ii_sd,"temp, humidity, pressure",a and b functional,47.25804,-122.44368
9,1,9,10,530530619002,0.318647977,-1.257873732,1.978767643,0.4572824225,1.135503594,-0.1258847128,0.1152313725,-0.5860086434,34.38566178,-0.4869399421,-0.314032206,1663.49,-0.8356209612,1468.53,-0.6272699261,0.16,-0.335566257,155100,-0.8216392976,70.49,-2.145597696,0.0554554522,-0.785039781,83.43752357,-0.6206599935,11.5243,-0.4971683866,25.5596,-1.460425045,22.51748252,-0.3378823242,-0.7290339372,4.002369668,0.2725723478,7.819905213,-0.01686163187,45.12761021,-0.605750978,37500,-0.9176015807,-0.3169104607,-0.5362540962,Low,Very Low,Low,Low,Very Low,5442.662441,1296155.5,0,1,1,psu_star_lab_6th_and_baker_outside,"south baker st, 6th ave",active,04_11_2018,na,1,pa_ii_sd,"temp, humidity, pressure",a and b functional,47.25804,-122.44368
18,1,18,19,530530620001,1.186143994,0.9374473,0.5388496965,-0.9978084326,0.4506969766,-0.3986531479,0.1305425556,-0.5653984772,38.63932886,-0.1540758767,-0.1746576798,1596.33,-0.757782377,1280.51,-0.4069067005,0.2,-0.04363866122,181100,-0.5489865771,77.48,-0.3105388444,0.3756431477,-0.2820350021,83.4375,-0.6206636066,10.1267,0.001095066539,30.25,-1.082017275,11.36044881,-1.07257622,-0.6935405088,0.04337349398,-0.3161651041,0,1.339388552,25.54973822,0.5036460161,50357,-0.3592110335,0.2919146075,-0.2145796458,Low,Low,Low,High,Moderate,3866.245715,784147,0,1,1,psu_star_lab_6th_and_baker_outside,"south baker st, 6th ave",active,04_11_2018,na,1,pa_ii_sd,"temp, humidity, pressure",a and b functional,47.25804,-122.44368
66,1,66,67,530530620002,0.7098360062,-0.2679172474,1.168840231,-0.3611794722,0.6315286437,-0.326625265,-0.3171640443,-0.571581527,43.2053562,0.2032314529,-0.2735393505,1115.26,-0.2002212141,501.83,0.5057219375,0.16,-0.335566257,155800,-0.8142986474,77.48,-0.3105388444,-1.176311033,-0.3885356763,83.4375,-0.6206636066,10.1267,0.001095066539,30.25,-1.082017275,20,-0.503659276,-0.5513112727,0.4166666667,-0.2606531355,12.40310078,-0.8117510394,46.66666667,-0.6929630041,42031,-0.7208163611,-0.621545885,-0.4587330461,Low,Low,Low,Very Low,Very Low,6422.077954,1282288,0,1,1,psu_star_lab_6th_and_baker_outside,"south baker st, 6th ave",active,04_11_2018,na,1,pa_ii_sd,"temp, humidity, pressure",a and b functional,47.25804,-122.44368
10,1,10,11,530530620003,0.3494339883,-1.179965388,0.818667525,-0.7150420678,0.8968609865,-0.2209395339,-0.1838812616,0.254886138,37.34681443,-0.2552195721,-0.383360281,3224.18,-2.644464022,1071.55,-0.1620013732,0.11,-0.7004757517,147200,-0.9044837781,77.48,-0.3105388444,-1.598033714,-1.053332914,83.43740082,-0.6206788079,9.98953,0.04999804154,28.9645,-1.185727659,18.03278689,-0.6332008284,-0.5974023136,0.123015873,-0.3043215839,11.50793651,-0.6564976612,51.40449438,-0.9614369869,51000,-0.3312849916,-0.5633853059,-0.6493702036,Very Low,Very Low,Low,Very Low,Very Low,3537.030523,633094.5,0,1,1,psu_star_lab_6th_and_baker_outside,"south baker st, 6th ave",active,04_11_2018,na,1,pa_ii_sd,"temp, humidity, pressure",a and b functional,47.25804,-122.44368
11,1,11,12,530530620004,0.7976799756,-0.04561569227,0.7541280703,-0.7802615968,0.4759818087,-0.3885818315,-0.2841041055,-0.571581527,28.70185764,-0.9317171469,-0.5003103167,791.89,0.1745653103,588.405,0.4042542944,0.25,0.3212708335,155700,-0.8153473118,77.48,-0.3105388444,-0.277662846,-0.08390976066,83.43743593,-0.6206734272,9.97015,0.05690727574,28.6619,-1.210140543,16.70040486,-0.7209385702,-0.6237113163,0.3645990923,-0.2683960405,11.04387292,-0.5760125006,44.35240964,-0.5618240237,41023,-0.7645946664,-0.5427068078,-0.4376595504,Very Low,Moderate,Low,Very Low,Low,6819.553378,1780940.5,0,1,1,psu_star_lab_6th_and_baker_outside,"south baker st, 6th ave",active,04_11_2018,na,1,pa_ii_sd,"temp, humidity, pressure",a and b functional,47.25804,-122.44368
143,1,143,144,530530623001,0.9535580277,0.3488557053,0.9661285091,-0.5660272368,0.9062255013,-0.2172095115,-0.1611075335,-0.5736425437,31.23745907,-0.733297622,-0.3170714571,1196.22,-0.2940540279,614.205,0.374016175,0.18,-0.1896024591,157800,-0.7933253612,77.32,-0.3525430528,-0.5428390147,-0.2997246235,83.43761426,-0.620646094,10.492,-0.1291393635,28.1671,-1.250059562,20.75256556,-0.4541026159,-0.6134869089,0.151226158,-0.3001264671,8.583106267,-0.1492278871,52.14940099,-1.00364995,49766,-0.3848786709,-0.4594707438,-0.4224384333,Very Low,Low,Low,Low,Low,6248.829104,1450736.5,0,1,1,psu_star_lab_6th_and_baker_outside,"south baker st, 6th ave",active,04_11_2018,na,1,pa_ii_sd,"temp, humidity, pressure",a and b functional,47.25804,-122.44368
