FID,Join_Count,TARGET_FID,FID_1,GEOID,PerOpSpc,OpSpcZSc,FoodScr,FodScZSc,TranRatScr,TranScZSc,VtPaZSc,IntAcZSc,AvgRdScr,AvRdZSc,AccComScr,AvgNuiScr,AvNuZSc,AvgCrScr,AvCrZSc,UTCScr,UTCZSc,MedHmVa,MeHmVZSc,LifExRts,LifZSc,CosBuZSc,LivComScr,GradRt,GrdRtZSc,AvgStMoRt,StuMoZSc,AvgTestPer,TesZSc,PerBacMo,BaAtZSc,EduComScr,JobScrRts,JobZSc,UmRt,UnRtZSc,PerStrg,StugZSc,MedHHInc,MeHHInZSc,EmpComScr,OverComSc,AccIndCls,LivIndCls,EduIndCls,EcoIndCls,OveIndCls,SHAPE_Leng,SHAPE_Area,Id,Input_FID,Export_Out,Export_O_1,Export_O_2,Export_O_3,Export_O_4,Export_O_5,Export_O_6,Export_O_7,Export_O_8,Export_O_9,Export__10,Export__11
123,1,123,124,530530608005,0.3388740122,-1.206688897,2.340653405,0.8229814983,0.4395529999,-0.4030919559,1.027592329,0.2878624039,39.8145415,-0.06211144941,0.0777573214,388.957,0.6415655225,444.891,0.572455592,0.16,-0.335566257,245100,0.1221585811,79.84,0.3090232286,2.002764062,0.5520667881,96.16343719,1.329801674,5.96452,1.484968978,61.6503,1.451267198,38.76582278,0.7320755809,1.249528358,0.03539823009,-0.3173510958,3.539823009,0.7254571197,5.763073639,1.624869943,81354,0.9870152861,0.7549978132,0.6585875701,Moderate,High,Very High,Very High,Very High,4249.015685,761442,0,4,4,psu_star_lab_tacoma_jefferson_outside,"north mason ave, north 16th st",active,02_08_2018,na,0.34,pa_ii_sd,"temp, humidity, pressure","a functional, b downgraded",47.264218,-122.495192
63,1,63,64,530530608006,0.782664001,-0.0836157341,1.615613152,0.09030124802,0.4289718993,-0.4073065621,0.9004178842,1.126696169,43.64442607,0.2375901785,0.3106805305,444.533,0.5771528191,470.984,0.5418740706,0.14,-0.4815300549,244700,0.1179639239,79.84,0.3090232286,1.072876604,0.3562267652,96.16040438,1.329336845,5.96632,1.484327254,61.6499,1.451234927,38.59649123,0.7209250489,1.246456019,0.03990610329,-0.3166807355,8.215962441,-0.08555206654,16.06475716,1.041120052,102286,1.896110015,0.6337493164,0.6367781577,High,High,Very High,Very High,Very High,4257.006481,767511.5,0,4,4,psu_star_lab_tacoma_jefferson_outside,"north mason ave, north 16th st",active,02_08_2018,na,0.34,pa_ii_sd,"temp, humidity, pressure","a functional, b downgraded",47.264218,-122.495192
77,1,77,78,530530608007,0.8502910137,0.08752396042,1.042116626,-0.4892384074,1.560022307,0.04320726477,0.6316049116,-0.2067815851,40.09694429,-0.04001246041,0.004383947314,638.135,0.3527676854,865.455,0.07954611629,0.13,-0.5545119538,235900,0.02568146462,79.84,0.3090232286,1.058332107,0.2118064413,96.16430357,1.329934461,5.96793,1.483753267,61.6263,1.449330948,34.34579439,0.4410154331,1.176008527,0.8086642599,-0.2023596555,0,1.339388552,0,1.951439977,74648,0.6957679493,0.9460592055,0.5845645304,Moderate,High,Very High,Very High,Very High,4517.260549,994602,0,4,4,psu_star_lab_tacoma_jefferson_outside,"north mason ave, north 16th st",active,02_08_2018,na,0.34,pa_ii_sd,"temp, humidity, pressure","a functional, b downgraded",47.264218,-122.495192
79,1,79,80,530530609031,0.612612009,-0.5139562856,0.7456568982,-0.7888220325,1.495868998,0.01765406879,0.7522157742,1.646072357,67.47673191,2.102550004,0.5359523143,195.971,0.8652367108,582.145,0.4115911405,0.13,-0.5545119538,253300,0.2081490545,82.56,1.02309477,0.3647144267,0.3863790249,96.16860199,1.330593267,6.51333,1.289310732,57.95,1.152737804,26.21035058,-0.09470589417,0.9194839771,0.1286681716,-0.3034810375,2.031602709,0.9870362569,40.40036397,-0.3378779888,77292,0.810599139,0.2890690924,0.5327211022,Very High,High,High,High,Very High,4083.391536,864557,0,0,0,north_lexington_outside,"north lexington st, north 46th st",active,11_20_2018,na,0.48,pa_ii_sd,"temp, humidity, pressure",a and b functional,47.2907,-122.524442
81,1,81,82,530530609032,0.671266973,-0.365521626,1.51110027,-0.01531292197,0.7663969989,-0.2729052376,0.9879457577,0.8010555426,74.40038346,2.644349528,0.6299351739,168.38,0.8972147391,282.652,0.7626029665,0.18,-0.1896024591,284300,0.5332349905,82.56,1.02309477,0.3286611759,0.5592010306,96.16865194,1.330600922,6.74726,1.205911498,50.3017,0.5356953033,20.08324662,-0.4981774621,0.6435075653,0.4503171247,-0.2556490173,22.41014799,-2.547329573,32.82374101,0.0914580971,41205,-0.7566902502,-0.8670526859,0.241397771,Very High,Very High,High,Very Low,High,5005.322376,1378999.5,0,0,0,north_lexington_outside,"north lexington st, north 46th st",active,11_20_2018,na,0.48,pa_ii_sd,"temp, humidity, pressure",a and b functional,47.2907,-122.524442
82,1,82,83,530530609033,1.062620014,0.6248524446,0.8681090176,-0.6650795932,0.0154427953,-0.5720212185,1.181009577,0.7969335093,48.82698915,0.6431435479,0.3348063778,52.0645,1.032024653,52.191,1.032707899,0.6,2.875637296,298900,0.6863399797,82.56,1.02309477,0.3487874007,1.166432,96.16859913,1.330592828,6.57731,1.266500989,55.8668,0.9846713137,44.04255319,1.079549804,1.165328734,0.1115537849,-0.3060260969,13.01460823,-0.9178082205,15.76797386,1.057940006,69087,0.4542489454,0.07208865857,0.6846639425,High,Very High,Very High,Moderate,Very High,7895.634696,2806516.089,0,0,0,north_lexington_outside,"north lexington st, north 46th st",active,11_20_2018,na,0.48,pa_ii_sd,"temp, humidity, pressure",a and b functional,47.2907,-122.524442
70,1,70,71,530530609041,0.9414989948,0.3183386215,0.7463029772,-0.7881691456,1.833175991,0.1520083497,0.7195707414,0.02199125982,44.53723387,0.3074554569,0.1218658806,408.867,0.6184897897,301.08,0.7410049795,0.14,-0.4815300549,190700,-0.4483148034,81.67,0.7894463616,1.487459884,0.4510926927,96.16879845,1.330623377,6.07702,1.444861195,58.8471,1.225113211,21.25382263,-0.4210946932,0.8948757725,0.1414728682,-0.3015768668,3.100775194,0.8016036539,8.640674394,1.461809993,71568,0.5620009052,0.6309594213,0.5246984418,High,High,High,Very High,Very High,3852.285388,791983,0,2,2,psu_star_lab_baltimore_park_outside,north 43rd st and north baltimore st,active,04_11_2018,na,0.07,pa_ii_sd,"temp, humidity, pressure","a downgraded, b functional",47.288002,-122.508332
23,1,23,24,530530609042,0.9221709967,0.269426396,1.01305844,-0.5186027893,0.2856073671,-0.4644107404,0.2860055203,0.9082284069,54.51951161,1.088602991,0.2615416307,412.527,0.6142478418,469.358,0.5437797753,0.19,-0.1166205602,234900,0.01519482152,81.67,0.7894463616,0.4989638297,0.390835345,96.1685729,1.330588809,5.85353,1.524538426,57.9762,1.154851543,16.65292663,-0.7240650254,0.8214784383,0.1649269311,-0.298089042,8.66388309,-0.1632374662,29.81177899,0.2621339858,57470,-0.05028733733,-0.06236996493,0.3528713623,High,High,High,Moderate,High,5092.407585,1350632.5,0,2,2,psu_star_lab_baltimore_park_outside,north 43rd st and north baltimore st,active,04_11_2018,na,0.07,pa_ii_sd,"temp, humidity, pressure","a downgraded, b functional",47.288002,-122.508332
27,1,27,28,530530609043,0.9801599979,0.4161757431,1.617748177,0.09245877032,0.8378220193,-0.2444556132,0.6384335725,0.001381093612,47.99692714,0.5781883436,0.2470303183,487.224,0.5276738585,410.408,0.6128703622,0.13,-0.5545119538,199200,-0.359178337,81.67,0.7894463616,0.07487276005,0.1818621752,96.16869736,1.330607884,6.64876,1.24102809,44.1132,0.03642520198,29.57957958,0.1271588095,0.6838049963,1.110754414,-0.1574362002,0,1.339388552,59.36213992,-1.412359953,50184,-0.3667245721,-0.1492830434,0.2408536116,High,High,High,Moderate,High,4281.149312,878507,0,2,2,psu_star_lab_baltimore_park_outside,north 43rd st and north baltimore st,active,04_11_2018,na,0.07,pa_ii_sd,"temp, humidity, pressure","a downgraded, b functional",47.288002,-122.508332
80,1,80,81,530530609044,0.5856360197,-0.5822228316,1.655581709,0.1306909676,0.3752690536,-0.4286971866,0.4292172334,-0.3407476655,62.9562253,1.748804828,0.1595075575,308.883,0.7343714604,531.745,0.4706609552,0.18,-0.1896024591,276800,0.4545851673,81.67,0.7894463616,-0.8446298487,0.2358052728,96.16888022,1.330635911,6.37119,1.339985579,50.6293,0.5621251142,21.61016949,-0.3976291494,0.7087793638,0.2200956938,-0.2898849631,14.23444976,-1.129372204,56.15615616,-1.230690002,31794,-1.165418059,-0.9538413071,0.03756272175,High,High,High,Very Low,High,5183.322298,1205919.5,0,2,2,psu_star_lab_baltimore_park_outside,north 43rd st and north baltimore st,active,04_11_2018,na,0.07,pa_ii_sd,"temp, humidity, pressure","a downgraded, b functional",47.288002,-122.508332
45,1,45,46,530530609051,1.002761701,0.4733725409,3.307744739,1.800263405,0.9978713554,-0.180705635,0.04646070677,-1.014700101,27.69259437,-1.010695466,0.01899924191,212.482,0.8461004264,871.425,0.07254915609,0.15,-0.4085481559,196300,-0.389589602,80.15,0.3904063823,-1.300400871,-0.1315804441,96.16826107,1.330541016,7.02633,1.106419238,40.6421,-0.2436130058,22.23692919,-0.3563568422,0.4592476015,0.2584269663,-0.2841847667,5.31154239,0.4181778535,49.1819534,-0.8354939818,26371,-1.400943605,-0.5256111249,-0.0447361814,Moderate,Moderate,High,Low,Moderate,4983.141165,1002266.5,0,5,5,psu_star_lab_titlow_outside,"north sunset dr, north 7th st",active,04_10_2018,na,0.97,pa_ii_sd,none,a and b functional,47.253452,-122.544228
78,1,78,79,530530609052,0.9675629735,0.3842971959,2.943801045,1.432484712,1.289884533,-0.06439253922,0.6500394147,-3,41.08363394,0.03719939494,-0.09339530356,454.333,0.5657945981,490.944,0.5184805487,0.2,-0.04363866122,90800,-1.495930449,80.15,0.3904063823,-1.228583616,-0.2155785328,96.16855106,1.330585461,7.0386,1.102044816,40.8066,-0.2303416263,37.70718232,0.6623638002,0.7161631126,3.254545455,0.1613643287,0,1.339388552,46.62337662,-0.690509975,43056,-0.6762997312,0.03348579358,0.1101687675,Low,Low,High,Moderate,High,3143.713032,542890,0,4,4,psu_star_lab_tacoma_jefferson_outside,"north mason ave, north 16th st",active,02_08_2018,na,0.34,pa_ii_sd,"temp, humidity, pressure","a functional, b downgraded",47.264218,-122.495192
83,1,83,84,530530609053,1.160467029,0.8724681165,1.582114192,0.05644929793,0.206955734,-0.4957388297,1.126547404,0.7577741935,47.86766433,0.5680730847,0.4809288779,283.88,0.7633499911,233.91,0.8197295719,0.14,-0.4815300549,244400,0.1148179309,80.15,0.3904063823,-0.2401653774,0.227768074,96.1684527,1.330570386,7.03995,1.101563522,40.7987,-0.2309789752,41.6781293,0.923851807,0.7812516851,0.1122278057,-0.3059258641,9.212730318,-0.2584271308,25.83955224,0.4872229993,75625,0.738199898,0.1652674756,0.4138040282,Very High,High,High,Moderate,High,4540.452691,1281208.5,0,5,5,psu_star_lab_titlow_outside,"north sunset dr, north 7th st",active,04_10_2018,na,0.97,pa_ii_sd,none,a and b functional,47.253452,-122.544228
85,1,85,86,530530609054,0.6740419865,-0.358499063,0.9944165125,-0.537441153,0.4505111057,-0.398727183,0.8352430703,0.7907504595,69.49772508,2.260699663,0.432004299,207.817,0.8515071714,300.408,0.741792577,0.14,-0.4815300549,327300,0.9841606437,80.15,0.3904063823,-1.204285013,0.2136752844,96.16852103,1.330580859,7.03946,1.101738214,40.8025,-0.2306724023,27.36742424,-0.01851225919,0.5457836028,0.4289308176,-0.2588293487,7.672955975,0.008624601811,22.00772201,0.704357028,63917,0.2297114071,0.1709659221,0.3406072771,Very High,High,High,High,High,5673.708337,1680471.5,0,0,0,north_lexington_outside,"north lexington st, north 46th st",active,11_20_2018,na,0.48,pa_ii_sd,"temp, humidity, pressure",a and b functional,47.2907,-122.524442
88,1,88,89,530530609055,1.004604965,0.4780371813,0.4269324094,-1.11090503,0.01171367692,-0.5735065805,1.261812516,1.252418183,49.12139686,0.666181963,0.3290063719,64.2455,1.017906848,157.421,0.9093762199,0.28,0.5402165303,362400,1.352241816,80.15,0.3904063823,2.342608025,1.09212597,96.16836431,1.330556838,7.03998,1.101552827,40.7999,-0.2308821627,41.83673469,0.9342960181,0.7838808802,0.06960950764,-0.3122635788,3.565365025,0.721027224,10.07049345,1.380789995,95726,1.611203584,0.8501893061,0.7638006321,High,Very High,High,Very High,Very High,7678.244744,2083933.225,0,5,5,psu_star_lab_titlow_outside,"north sunset dr, north 7th st",active,04_10_2018,na,0.97,pa_ii_sd,none,a and b functional,47.253452,-122.544228
89,1,89,90,530530609061,0.1979410052,-1.56333975,2.334651224,0.816916071,0.7597052391,-0.2755706629,0.7966971525,-0.4932628954,52.36813862,0.9202506625,0.03361509623,267.048,0.7828583152,594.1,0.3975796398,0.11,-0.7004757517,261400,0.2930908636,79.91,0.3274000698,0.2797327052,0.2300309736,96.1685233,1.330581207,6.15443,1.417263474,56.8278,1.062201986,30.82133785,0.2089289506,1.004743905,0.5592203898,-0.2394541467,3.448275862,0.7413346567,15.98897312,1.045410037,65560,0.3010683076,0.4620897137,0.432619922,Moderate,High,Very High,High,High,5852.949137,2183702.5,0,4,4,psu_star_lab_tacoma_jefferson_outside,"north mason ave, north 16th st",active,02_08_2018,na,0.34,pa_ii_sd,"temp, humidity, pressure","a functional, b downgraded",47.264218,-122.495192
69,1,69,70,530530609062,0.9998720288,0.4660598176,1.3938435,-0.1338052666,1.049406296,-0.1601785187,0.970998001,1.108147019,46.96657494,0.4975597433,0.4581301326,497.801,0.5154150927,793.525,0.1638495245,0.13,-0.5545119538,281500,0.5038723898,79.91,0.3274000698,0.1096573631,0.1776137477,96.16849804,1.330577335,6.66511,1.235199092,43.7822,0.009721088945,36.69565217,0.5957542475,0.7928129409,2.339522546,0.02529239746,1.591511936,1.063363677,20.13333333,0.8105710149,64750,0.2658893122,0.5412791004,0.4924589804,Very High,High,High,High,High,4519.048958,1231076.5,0,4,4,psu_star_lab_tacoma_jefferson_outside,"north mason ave, north 16th st",active,02_08_2018,na,0.34,pa_ii_sd,"temp, humidity, pressure","a functional, b downgraded",47.264218,-122.495192
16,1,16,17,530530610011,0.9559760094,0.3549747488,2.142382776,0.6226216245,2.060561849,0.242579444,0.49613811,-0.3366256322,38.72139146,-0.147654196,0.2053390165,698.48,0.2828277008,851.935,0.09539182851,0.14,-0.4815300549,156800,-0.8038120043,84.64,1.569149479,-0.766213128,-0.01736436316,81.95006753,-0.8486378098,11.2617,-0.4035479066,34.1171,-0.770030944,26.1997406,-0.09540456492,-0.5294053063,0.1099236641,-0.3062685102,25.80152672,-3,38.78462913,-0.2463209927,41466,-0.7453547961,-1.074486075,-0.3539791819,High,Moderate,Moderate,Very Low,Low,4201.593254,922913.5,0,5,5,psu_star_lab_titlow_outside,"north sunset dr, north 7th st",active,04_10_2018,na,0.97,pa_ii_sd,none,a and b functional,47.253452,-122.544228
90,1,90,91,530530610012,0.4355828986,-0.9619534197,1.155448423,-0.3747123937,0.3543804902,-0.4370174052,1.427498303,1.254479199,62.82349567,1.738418278,0.4411187603,111.976,0.9625870962,154.188,0.913165361,0.12,-0.6274938527,481700,2.603298338,84.64,1.569149479,1.219124992,1.106638569,81.90000153,-0.8563112723,11.2767,-0.4088956111,34.1,-0.771410522,52.76872964,1.654171047,-0.09561158969,0.3813813814,-0.2659003669,2.402402402,0.9227263786,7.607361963,1.520370007,110114,2.236086775,1.103320698,0.6388666094,Very High,Very High,Moderate,Very High,Very High,5726.693501,1577269.5,0,5,5,psu_star_lab_titlow_outside,"north sunset dr, north 7th st",active,04_10_2018,na,0.97,pa_ii_sd,none,a and b functional,47.253452,-122.544228
91,1,91,92,530530610013,1.262751967,1.13131458,0.3616557021,-1.176869581,0.06272265187,-0.553188964,1.038817841,0.7948724927,36.5223521,-0.3197365821,0.1525349644,147.385,0.9215479892,236.43,0.8167760811,0.34,0.9781079239,361000,1.337560516,84.64,1.569149479,-0.06778895452,0.9258921724,81.94352688,-0.8496402752,11.2234,-0.3898934345,34.1199,-0.7698050482,43.39488636,1.036900756,-0.2431095004,0.5269804822,-0.2442485037,6.659012629,0.1844785043,21.97871008,0.7060009837,81544,0.9952671492,0.4103745334,0.3114230424,High,Very High,Moderate,High,High,10588.65261,3676082.441,0,5,5,psu_star_lab_titlow_outside,"north sunset dr, north 7th st",active,04_10_2018,na,0.97,pa_ii_sd,none,a and b functional,47.253452,-122.544228
92,1,92,93,530530610021,0.9879689813,0.4359374768,3.580660694,2.076055169,3.530892158,0.8282333898,0.1613838999,-1.010578067,33.59066977,-0.5491507984,0.323646845,222.52,0.8344663628,1901.21,-1.134379598,0.08,-0.9194214485,265800,0.3392320932,79.46,0.2092632338,-0.876523715,-0.2578938452,82.11844935,-0.8228304464,11.4892,-0.484654758,35.1265,-0.6885955008,11.34941912,-1.073302528,-0.7673458083,4.193113772,0.300937669,7.634730539,0.01525425435,62.22910217,-1.574820042,30507,-1.221313574,-0.6199854231,-0.3303945579,High,Low,Very Low,Very Low,Low,5677.836205,1919619,0,5,5,psu_star_lab_titlow_outside,"north sunset dr, north 7th st",active,04_10_2018,na,0.97,pa_ii_sd,none,a and b functional,47.253452,-122.544228
93,1,93,94,530530610022,0.9236494079,0.2731677242,2.209918564,0.6908690601,4.058943915,1.038564084,0.4577938826,0.782506393,32.45643438,-0.6379086151,0.4341654215,214.035,0.844300496,462.534,0.5517776407,0.28,0.5402165303,227300,-0.06450366602,79.46,0.2092632338,1.947948368,0.6715004338,81.90017891,-0.8562840853,13.0916,-1.055932203,37.5022,-0.496930965,29.5025729,0.1220878973,-0.571764839,0.607495069,-0.2322752785,3.944773176,0.6552243326,4.373522459,1.703609943,108355,2.159691895,1.071562723,0.4013659349,Very High,Very High,Low,Very High,High,7402.347239,2427432.5,0,5,5,psu_star_lab_titlow_outside,"north sunset dr, north 7th st",active,04_10_2018,na,0.97,pa_ii_sd,none,a and b functional,47.253452,-122.544228
61,1,61,62,530530610023,0.01496030018,-2.026398234,1.975925754,0.4544105876,3.1507118,0.676802024,0.5884374022,-3,47.31061013,0.5244816791,-0.4637110901,181.668,0.8818139185,270.112,0.777300099,0.16,-0.335566257,365900,1.388945067,79.46,0.2092632338,-0.136653443,0.4641837698,81.89988413,-0.8563292659,11.2769,-0.4089669138,34.1004,-0.7713782512,29.99016716,0.1541961202,-0.4706195777,3.513347023,0.1998503916,16.83778234,-1.580882829,46.19758351,-0.6663820148,32287,-1.144006646,-0.7978552744,-0.3170005431,Very Low,High,Moderate,Very Low,Low,4744.042159,1406580,0,5,5,psu_star_lab_titlow_outside,"north sunset dr, north 7th st",active,04_10_2018,na,0.97,pa_ii_sd,none,a and b functional,47.253452,-122.544228
28,1,28,29,530530610024,1.01729098,0.5101409295,2.98817788,1.477329161,11.5291535,3,0.3211860896,-0.5653984772,45.14544288,0.3550499016,0.8497179341,1493.83,-0.6389846569,1125.51,-0.2252435797,0.12,-0.6274938527,227600,-0.06135767309,79.46,0.2092632338,-2.612130003,-0.659324422,82.00606634,-0.8400550439,11.2451,-0.3976297803,34.1417,-0.7680462879,12.55144033,-0.9941490842,-0.7499700491,1.278846154,-0.1324394844,0,1.339388552,31.60535117,0.1604990065,46458,-0.5285479507,0.2097250308,-0.08746287654,Very High,Very Low,Low,High,Moderate,4012.625468,811016,0,5,5,psu_star_lab_titlow_outside,"north sunset dr, north 7th st",active,04_10_2018,na,0.97,pa_ii_sd,none,a and b functional,47.253452,-122.544228
35,1,35,36,530530611001,0.9291800261,0.2871637335,1.146999594,-0.3832502515,0.8305647841,-0.2473462755,0.3999721246,0.0199302432,39.70864904,-0.07039789796,0.001011946038,1051.64,-0.1264854975,933.975,-0.0007607032928,0.17,-0.262584358,231100,-0.02465442225,76.62,-0.5363114643,0.9350158387,-0.002630101102,86.61243119,-0.1340516607,11.2442,-0.397308918,53.2876,0.7765889924,36.85064935,0.6059608564,0.2127973175,0.8095238095,-0.202231833,9.523809524,-0.3123793486,23.67109635,0.6101009846,87188,1.240390914,0.3339701793,0.1362873355,Moderate,Moderate,High,High,High,3496.118423,763113,0,4,4,psu_star_lab_tacoma_jefferson_outside,"north mason ave, north 16th st",active,02_08_2018,na,0.34,pa_ii_sd,"temp, humidity, pressure","a functional, b downgraded",47.264218,-122.495192
94,1,94,95,530530611002,1.076071024,0.6588921226,1.633325338,0.1082000739,2.607104898,0.460275489,0.664710951,-0.5633374606,30.45923401,-0.7941964067,0.08909079489,1071.93,-0.150001651,748.005,0.217199881,0.16,-0.335566257,186900,-0.4881640471,76.62,-0.5363114643,-0.4999482196,-0.2987986263,81.90005488,-0.8563030944,12.8533,-0.9709750044,54.5498,0.8784196011,10.20833333,-1.148443357,-0.5243254638,1.734870317,-0.06462469192,6.628242075,0.1898152147,28.11550152,0.3582549989,44375,-0.6190144288,-0.03389222678,-0.1919813805,Moderate,Low,Moderate,Moderate,Moderate,3695.920038,643245,0,4,4,psu_star_lab_tacoma_jefferson_outside,"north mason ave, north 16th st",active,02_08_2018,na,0.34,pa_ii_sd,"temp, humidity, pressure","a functional, b downgraded",47.264218,-122.495192
71,1,71,72,530530611003,1.092652023,0.7008526791,1.646438324,0.1214512357,1.643759497,0.07656100552,0.2558844988,-0.3345646156,38.98766724,-0.1268172011,0.1155612671,1003.28,-0.07043615363,1165.83,-0.2724994315,0.22,0.1023251367,228300,-0.05401702292,76.62,-0.5363114643,0.8806346015,0.008282610975,81.90040016,-0.8562501746,12.5069,-0.8474786821,51.39,0.623496168,33.40248963,0.3788985415,-0.1753335368,2.044444444,-0.01858830417,5.333333333,0.4143985275,26.19047619,0.4673379958,49167,-0.4108937551,0.113063616,0.01539348932,High,Moderate,Moderate,Moderate,Moderate,3572.978897,631652.5,0,4,4,psu_star_lab_tacoma_jefferson_outside,"north mason ave, north 16th st",active,02_08_2018,na,0.34,pa_ii_sd,"temp, humidity, pressure","a functional, b downgraded",47.264218,-122.495192
95,1,95,96,530530611004,1.277127013,1.167692661,1.416553805,-0.1108556556,1.447539579,-0.001596241537,0.9006887256,0.3599979857,18.10288066,-1.761123516,0.0924673266,140.413,0.9296285521,1825.81,-1.04600928,0.29,0.6131984292,198700,-0.3644216586,76.62,-0.5363114643,-1.872096226,-0.3793352744,81.89989948,-0.8563269121,12.491,-0.8418101153,51.2456,0.6118463978,31.34328358,0.243299228,-0.2107478504,31.66237942,3,0,1.339388552,24.33090024,0.5727120042,32891,-1.117774407,0.9485815371,0.1127414347,Moderate,Low,Moderate,Very High,High,11068.08558,3429177.5,0,4,4,psu_star_lab_tacoma_jefferson_outside,"north mason ave, north 16th st",active,02_08_2018,na,0.34,pa_ii_sd,"temp, humidity, pressure","a functional, b downgraded",47.264218,-122.495192
96,1,96,97,530530611005,1.136007965,0.8105710051,1.596629625,0.07111768548,0.7050344584,-0.2973468299,0.751195797,0.007564143475,41.92276042,0.102863926,0.2409942879,537.8,0.4690561659,825.23,0.1266906262,0.27,0.4672346314,191000,-0.4451688104,76.62,-0.5363114643,0.9447803049,0.1710469089,81.954669,-0.8479325567,12.4196,-0.8163550419,50.75,0.5718628376,26.02459016,-0.1069382716,-0.2998407581,1.302180685,-0.1289694349,7.372793354,0.0606834949,27.41935484,0.3977020085,72898,0.619763947,0.2372950039,0.08737386063,High,Moderate,Moderate,High,High,5023.966732,1586576.5,0,4,4,psu_star_lab_tacoma_jefferson_outside,"north mason ave, north 16th st",active,02_08_2018,na,0.34,pa_ii_sd,"temp, humidity, pressure","a functional, b downgraded",47.264218,-122.495192
97,1,97,98,530530611006,0.9677399993,0.3847451846,1.231892433,-0.2974628679,1.003009027,-0.1786592256,0.5703486541,0.01786922658,42.36273339,0.137293322,0.105689049,708.42,0.2713072195,496.198,0.5123227549,0.2,-0.04363866122,170600,-0.6590963296,76.62,-0.5363114643,-0.1137181988,-0.0948557799,96.16690215,1.330332738,7.98381,0.765064565,50.7499,0.5718547699,39.83628922,0.8025661054,0.8674545447,0.2587859425,-0.2841313838,8.785942492,-0.1844069155,10.33099298,1.366029978,54500,-0.179276987,0.1795536729,0.2644603717,High,Moderate,High,High,High,4421.1281,1160629,0,4,4,psu_star_lab_tacoma_jefferson_outside,"north mason ave, north 16th st",active,02_08_2018,na,0.34,pa_ii_sd,"temp, humidity, pressure","a functional, b downgraded",47.264218,-122.495192
86,1,86,87,530530611007,0.7014049888,-0.2892531261,1.950934604,0.429156097,1.150451693,-0.1199306673,0.3581127216,-0.3283815658,35.80490811,-0.3758790401,-0.0543625968,366.804,0.667240897,302.004,0.7399220329,0.14,-0.4815300549,250800,0.1819324468,76.62,-0.5363114643,1.177009853,0.2913772851,91.92569923,0.6802966019,9.30758,0.2931225134,50.75,0.5718628376,22.14285714,-0.3625515135,0.2956826099,0.6315789474,-0.2286937946,12.00657895,-0.7429800266,31.38755981,0.1728409976,50909,-0.3352371997,-0.2835175058,0.06229494809,Moderate,High,High,Low,High,5368.102565,1227865.5,0,4,4,psu_star_lab_tacoma_jefferson_outside,"north mason ave, north 16th st",active,02_08_2018,na,0.34,pa_ii_sd,"temp, humidity, pressure","a functional, b downgraded",47.264218,-122.495192
29,1,29,30,530530612001,0.5792059898,-0.5984949291,1.714281986,0.1900097892,0.6439150032,-0.3216915978,0.004532152728,-1.016761117,43.06872087,0.1925392688,-0.2583110722,2823.52,-2.180098222,3204,-2.661275708,0.18,-0.1896024591,212800,-0.2165599909,74.69,-1.042987227,-0.06812628607,-1.059774982,81.89991432,-0.8563246385,14.229,-1.461430809,39.0469,-0.3723090816,24.64212679,-0.1979738845,-0.7220096034,0.1360448808,-0.3023840561,16.83029453,-1.579584175,52.09272376,-1.000440001,55982,-0.1149124547,-0.7493301719,-0.6973564575,Low,Very Low,Low,Very Low,Very Low,3051.310104,558683,0,1,1,psu_star_lab_6th_and_baker_outside,"south baker st, 6th ave",active,04_11_2018,na,1,pa_ii_sd,"temp, humidity, pressure",a and b functional,47.25804,-122.44368
98,1,98,99,530530612002,1.210977018,1.000290769,1.774623546,0.2509871895,2.466561602,0.4042950503,0.3257385302,-0.5901306766,34.53383554,-0.4753448363,0.1526393376,1929.73,-1.144193693,764.75,0.1975744039,0.13,-0.5545119538,187800,-0.4787260683,74.69,-1.042987227,0.4970264146,-0.4209696873,81.89981064,-0.8563405285,14.0237,-1.38823856,52.8409,0.7405505414,30.09345794,0.1609978483,-0.3357576747,0.8301886792,-0.1991587856,4.402515723,0.5758354657,13.96731055,1.159970045,81591,0.9973083995,0.6334887812,0.007350189183,High,Low,Moderate,Very High,Moderate,3792.287805,834415.5,0,1,1,psu_star_lab_6th_and_baker_outside,"south baker st, 6th ave",active,04_11_2018,na,1,pa_ii_sd,"temp, humidity, pressure",a and b functional,47.25804,-122.44368
15,1,15,16,530530612003,1.213957995,1.007834552,1.049376639,-0.4819018925,1.745313484,0.1170114352,0.3712744612,-0.5777645769,39.60926154,-0.0781753111,0.05971311136,1744.43,-0.929430595,963.03,-0.03481374829,0.15,-0.4085481559,166700,-0.6999942377,74.69,-1.042987227,0.364378981,-0.4585658305,81.90000153,-0.8563112723,12.8533,-0.9709750044,54.55,0.8784357365,25.16666667,-0.1634327819,-0.2780708305,0.8004750594,-0.2035774615,3.087885986,0.8038391018,26.08187135,0.4734919965,57303,-0.0575402907,0.2540533365,-0.1057175533,Moderate,Low,Moderate,High,Moderate,3365.027029,586084,0,4,4,psu_star_lab_tacoma_jefferson_outside,"north mason ave, north 16th st",active,02_08_2018,na,0.34,pa_ii_sd,"temp, humidity, pressure","a functional, b downgraded",47.264218,-122.495192
